codigoItem;descricaoItem
2580;PROPOFOL 20MG/ML SERINGA PREENCHIDA 50ML  (PORT. 344/98 - C1)
2583;AVENTAL PARA USO HOSPITALAR EM TNT 40GR AZUL MARINHO TAMANHO GRANDE SEM MANGAS
2584;ALGODAO HIDROFILO EM ROLINHOS PARA ISOLAMENTO RELATIVO
2586;LEVONORGESTREL 52 MG - INTRA UTERINO
2589;DIPIRONA 500 MG COMPRIMIDO
2593;ESCOVA DE ROBSON CONTRA ANGULADO
2594;TIRA DE POLIESTER PARA ISOLAMENTO DE RESTAURACOES COM RESINA EMBALAGEM C/50 UNID
2605;CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 2MM A 3MM
2606;CARGA PARA GRAMPEADOR ENDOSCOPICO LINEAR CORTANTE 60MM - 15M
2614;ARCO INTRAORAL PRE-CONTORNDO CRNI INFERIOR 016 OU 0,22MM
2615;ARCO PRE-CONTORNADO CRNI SUPERIOR 016 X 022=040 X 55M
2618;ELASTICO INTRA -ORAL FORCA LEVE 70G NATURAL 14 PCT C1000
2619;ELASTICO INTRA -ORAL FORCA PESADA 180 G NTURAL 14 PCT C100
2620;ELASTICO INTRA -ORAL FORCA LEVE 70G NATURAL 18 PCT C1000
2621;ELASTICO INTRA -ORAL FORCA PESADA 180G NATURAL 18 PCT C100
2622;ELASTICO INTRA-ORAL FOR�A LEVE 70G PCT C/1000
2623;ELASTICO INTRA -ORAL FORCA MEDIA 130G NATURAL 316=480MM
2624;ELASTICO INTRA -ORAL FORCA LEVE 70 G NATURAL 38 PCT C 1000
2625;ELASTICO INTRA-ORAL FORCA MEDIA 130G 3/8 PCT C/100
2626;ELASTICO INTRA -ORAL FORCA PESADA 180 G NATURAL 38 PCT C10
2628;ELASTICO EXTRA-ORAL CARGA MEDIA 300G NATURAL 12 PCT C100
2629;ELASTICO ORTODONTICO PARA LIGADURA AZUL TIPO BENGALINHA (CAR
2631;ELASTICO ORTODONTICO PARA LIGADURA ROSA PINK TIPO BENGALINHA
2632;ELASTICO ORTODONTICO PARA LIGADURA PRETO TIPO BENGALINHA (CARTELA)
2634;ELASTICO SEPARADOR COR VERDE MEDIDA 3/16 PCT 1.000 UND
2638;REMOVEDOR DE MANCHAS 30 ML
2651;ESPATULA LECRON M ACO N 5
2672;APLICADOR DESCARTAVEL PARA PRIMER EM POLIPROPILENO E FIBRAS
2673;LIMALHA AMALGAMA EM CAPSULAS
2675;ARCO PRE- CONTORNADO CRNI SUPERIOR 016 X 016=040 X 40MM
2676;ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 016 X 016
2681;LENTULO ESPIRAL EM ACO INOX PARA PREPARO DE CANAL TAM 25 -40
2682;BOLSA COLETORA ALTERNA PARA OSTOMIA INTESTINAL INFANTIL 10-35MM INFANTIL 17467 ( COLOPLAST)
2684;VASELINA BRANCA 90G
2690;EMBALAGEM DESCARTAVEL EM MANTA SMS LEVE 50 X 50
2692;CATETER PARA ACESSO VENOSO CENTRAL ADULTO 14/14G X 20CM APROXIMADAMENTE (8FR) DUPLO LUMEN
2695;ACRILICO AUTOPOLAMERIZAVEL 1000ML
2696;ACRILICO AUTOPOLAMERIZAVEL PO INCOLOR 1KG
2705;MANDRIL REFORCADO
2706;PONTA PEDRA VERDE GIGANTE - 4202
2707;PONTA PEDRA VERDE GIGANTE - 4044
2709;BOLSA PARA OSTOMIA INTESTINAL UMA PE�A 15-43MM REF: 17471 (COLOPLAST)
2712;TELA CIRURGICA PROCEED 15 X 15
2714;FIO ORTONDOTICO EM VARETAS RETANGULAR TMA 018 X 025=045 X 63
2715;FIO ORTONDOTICO EM VARETAS RETANGULAR TMA 016 X 022 = 0,40 - 0,55MM
2718;FIO ORTODONTICO EM VARETAS QUADRADO PONTA AZUL ELGILOY COCR
2721;IODOFORMIO (GRAMA)
2722;ESCULPIDOR HOLLEMBACK 3S
2723;COMPASSO DE WILLIS
2724;KIT SILICONE DE CONDENSACAO1 KG MASSA DENSA BISNAGA DE 120G
2727;KIT CIMENTO ENDODONTICO COM HIDROXIDO DE CALCIO-PO 8G E BISN
2783;PLACA PARA BOLSA DE OSTOMIA INTESTINAL NEONATAL RECORTE 27MM  REF- 17829 (COLOPLAST)
2784;BOLSA PARA OSTOMIA INTESTINAL NEONATAL 2 PE�AS 27MM REF- 14682 (COLOPLAST - PROGRAMA OSTOMIZADOS)
2789;BROCA DE CORTE CRUZADO TUNGSTENIO ANEL AZUL 1509 (79G X 060) MAXCUTI GROSSA
2790;BROCA DE CORTE CRUZADO TUNGSTENIO ANEL AZUL 1508 (351G X 060) MAXCUTI GROSSA
2791;BROCA DE CORTE CRUZADO TUNGSTENIO ANEL AZUL 1571 (485G X 023) MINICUT FINA
2792;BROCA DE CORTE CRUZADO TUNGSTENIO ANEL AZUL 1510 (75G X 045) MAXCUTI GROSSA
2793;BROCA DE CORTE CRUZADO TUNGSTENIO ANEL AZUL 1251 (251G X 060) MAXCUTI GROSSA
2795;BROCA DE CORTE CRUZADO TUNGSTENIO ANEL VERMELHO 1520 (79F X 045) MAXCUTI FINA
2796;BROCA DE CORTE CRUZADO TUNGSTENIO ANEL VERMELHO (79F X 040) MINICUTI EXTRA FINA
2797;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1012 HL ESFERICA
2798;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1013 HL ESFERICA
2799;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1011 ESFERICA
2800;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1061 PLANA
2801;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1062 PLANA
2802;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1063 PLANA
2803;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1064 PLANA
2804;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1066 PLANA
2805;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1065 PLANA
2806;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1090 PLANA
2807;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1091 PLANA
2808;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1092 PLANA
2809;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1093 PLANA
2811;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1094 PLANA
2812;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1095 PLANA
2813;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1098 PLANA
2814;BROCA PONTA DIAMANTADA ALTA ROTA��O FG 1333 ASTE CURTA ODONTOPEDIATRIA DENTE POSTERIOR
2815;BROCA PONTA DIAMANTADA ALTA ROTA��O FG 1342 ASTE CURTA ODONTOPEDIATRIA DENTE POSTERIOR
2816;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1343 ASTE CURTA ODONTOPEDIATRIA DENTE POSTERIOR
2817;BROCA PONTA DIAMANTADA ALTA ROTA��O FG 1043 DUPLA CONICIDADE
2818;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1036 ESFERICA
2819;BROCA PONTA DIAMANTADA ALTA ROTA��O FG 1042 DUPLA CONICIDADE
2820;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1045 DUPLA CONICIDADE
2821;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1019 ESFERICA
2822;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1046 DUPLA CONICIDADE
2823;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1035
2824;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1033 CONE INVERTIDO
2825;BROCA PONTA DIAMANTADA ALTA ROTA��O FG 1034 CONE INVERTIDO
2828;BROCA PONTA DIAMANTADA ALTA ROTA��O FG 1047 DUPLA CONICIDADE
2829;BROCA PONTA DIAMANTADA ALTA ROTA��O FG 1111 PERA
2830;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1190
2831;BROCA PONTA DIAMANTADA ALTA ROTA��O FG 2067 PLANA
2832;BROCA PONTA DIAMANTADA ALTA ROTA��O FG 2068 PLANA
2833;BROCA PONTA DIAMANTADA ALTA ROTA��O FG 2135 C�NICA TOPO ARREDONDADO
2835;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 2215
2836;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3069
2837;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3070
2838;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3100
2839;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3101
2840;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3118
2841;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3122
2842;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3203
2843;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3215
2844;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3071
2847;BOLSA PARA OSTOMIA URINARIA 44 E 55MM REF - 402551 COM PLACA REF- 401612 (CONVATEC)
2850;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 4072
2851;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 4230
2852;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3195 F
2853;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3168 F
2854;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3118 F
2855;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1093 EFFF
2856;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1190 FFXF
2857;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1190 EFFF
2858;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 2135 EFFF
2859;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3118 EFFF
2860;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3168 EFFF
2861;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3195 EFFF
2863;BROCA PONTA DIAMANTADA ALTA ROTA��O FG 3216 EF/FF
2864;BROCA CIRURGICA DIAMANTADA FG557 LXC 28MM CARBIDE
2865;BROCA CIRURGICA DIAMANTADA FG 55 X LC 28MM CARBIDE
2866;BROCA CIRURGICA DIAMANTADA ALTA ROTACAO FG 3C28MM CARBIDE
2867;BROCA CIRURGICA DIAMANTADA ALTA ROTACAO FG 4C28MM CARBIDE
2868;BROCA CIRURGICA DIAMANTADA ALTA ROTACAO FG 6C28MM CARBIDE
2870;BROCA CIRURGICO DIAMANTADA ALTA ROTACAO FG 8C28MM CARBIDE
2871;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1112F
2872;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1093F
2873;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 2137F
2874;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 2135F
2875;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3138F
2879;CARGA PARA GRAMPEADOR LINEAR CORTANTE 45MM ROXO (TECIDO NORMAL E ESPECO)
2880;CARGA PARA GRAMPEADOR LINEAR CORTANTE 45MM BEGE (TECIDO VASCULAR OU FINO)
2894;ELASTICO INTRA-ORAL FOR�A MEDIA 130G NATURAL 14 PCT C1000
2899;TESOURA IRIS RETA 12CM
2900;BOMBA DE INFUSAO 240V
2901;ALICATE PARA ORTODONTIA NAO CORTANTE TRIDENTE 13CM N200
2902;ALICATE PARA ORTODONTIA NAO CORTANTE DE LA ROSA 2 N109 135C
2903;ALICATE PARA ORTODONTIA NAO CORTANTE MEIA CANA N053 145CM
2904;ALICATE PARA ORTODONTIA CORTE DE AMARRILHO PONTA DE WIDEA N
2905;ALICATE CORTE DISTAL COM WIDEA
2906;CONJUNTO MICRONEBULIZADOR PARA AEROSOLTERAPIA ADULTO OXIGENI
2922;CERA ODONTOLOGICA UTILIDADE EM LAMINA VERMELHA (CAIXA COM 05
2926;TUBO ROTH SIMPLES C/ GANCHO PARA SOLDA SUPERIOR DIREITO 022
2927;TUBO ROTH SIMPLES COM GANCHO SOLDA SUPERIOR ESQUERDO 022
2928;TUBO ROTH SIMPLES COM GANCHO PARA SOLDA INFERIOR DIREITO 022
2929;TUBO ROTH SIMPLES C/ GANCHO PARA SOLDA INFERIOR ESQUERDO 022
2930;TUBO ROTH DUPLO C/ GANCHO PARA SOLDA INFERIOR ESQUERDO 022
2931;TUBO LINGUAL HORIZONTAL C/ GANCHO CERVICAL PARA SOLDA SUP. DIREITO E INF. ESQUERDO 022
2932;PAPEL CARBONO DUPLA FACE VERMELHO E PRETO COM 12 TIRAS
2935;RESSUCITADOR MANUAL INFANTIL - AMBU (MD)
2949;FRALDA DESCARTAVEL PEDIATRICA GRANDE(9 A 13KG) PCT C 8 UNID
2950;FRALDA DESCARTAVEL INFANTIL EXTRA GRANDE DE 12 A 15KG
2952;EXTENSOR PARA OXIGENIO OXI-DREN COM CONECTOR (EMBRAMED)
2954;SERINGA DESCARTAVEL SEM AGULHA 10ML BICO LUER SLIP - MARCA S
2960;FIO DE SUTURA POLIDIOXANONE 3-0 AGULHA DE 38 19MM PONTA REV
2962;VACUTAINER
2965;PREDNISONA 20MG COMPRIMIDO
2966;NITRATO DE MICONAZOL 20 MG/G CREME DERMATOLOGICO (BISNAGA 28 G)
2976;TUBO ROTH SIMPLES COM GANCHO PARA COLAGEM INFERIOR DIREITO 022
2977;TUBO ROTH TRIPLO C/ GANCHO PARA SOLDA SUPERIOR DIREITO 022
2978;TUBO ROTH TRIPLO C/ GANCHO PARA COLAGEM SUPERIOR ESQUERDO 022
2979;TUBO ROTH TRIPLO C/ GANCHO PARA COLAGEM SUPERIOR DIREITO 022
2984;ALICATE PARA ORTODONTIA CORTE DE AMARRILHO PONTA DE WIDEA N
2990;FRALDA DESCARTAVEL INFANTIL TAM MEDIA DE 5 A 10KG (JUDICIAL)
2990;FRALDA DESCARTAVEL INFANTIL TAM MEDIA DE 5 A 10KG (POLARZINH
2994;ACIDO URSODESOXICOLICO 300MG
2995;SONDA NASO-ENTERAL N12 (EMBRAMED) JUDICIAL
2996;COLCHAO HOSPITALAR EM AGUA E AR 190 X 80 (RCS) JUDICIAL
3016;AVENTAL DESCARTAVEL COM MANGA LONGA E ELASTICO NO PUNHO (POL
3028;ADESIVO SERINGA PREENCHIDA PARA FIXACAO DE BRACKETS
3050;PIRIDOXINA 10MG/ML, SOLUCAO ORAL FRASCO 100ML
3051;CANULA PARA INFUSAO SUBCUTANEA 6MM(FLEXLINK ACCU CHECK)
3052;CONJUNTO PARA INFUSAO SUBCUTANEA 6MM CONJUNTO DE TRANSFERENCIA 60CM(FLEXILINK ACCU CHECK)
3053;CURATIVO PARA TRAQUEOSTOMIA COM CAMADA DE ESPUMA 10 X 10(2C
3063;COMPRESSA DE GAZE ESTERIL 75X75 CM 11 FIOS PACOTE C 10 UND
3068;DENOSUMABE 60 MGML (PROLIA)
3069;ALFA-ALGLICOSIDASE 50MG
3081;RESINA FOTO NANOPARTICULADA PARA RESTAURA��ES DIRETAS - COR A1B - CORPO
3084;TUBO SOLDA L6L ROTH DP 022
3085;TUBO COLA L6RL RICK DP O18
3086;TUBO COLA L6R ROTH DP 022
3087;TUBO COLA L6L ROTH SP 022
3089;TUBO SOLDA U6L RICK TR 018
3092;INDICADOR QUIMICO TIPO 5 - INTEGRADOR QUIMICO EM PACOTE TEST
3093;TUBO ROTH DUPLO (SOLDAGEM INFERIOR ESQUERDO- 35MM)
3095;TUBO COLA L6L ROTH DP 022
3097;TUBO SOLDA U6L ROTH SP 022
3098;TUBO SOLDA L6R ROTH SP 022
3100;GUTA PERCHA EM BASTAO BRANCO
3101;GUTA PERCHA EM BASTAO SORTIDOS
3106;SILICONE DE CONDENSA��O FLUIDO 120G UNIDADE
3110;CONJUNTO BACKETES ORTODONTICOS DO SISTEMA RICKETES ACTUAL CO
3111;BRAQUETE ROTH DENTE 12 - U1R
3114;BRAQUETE ROTH SEM GANCHO INCISO 05 INFERIOR (DENTE 41,42,31,39) SLOT 022
3115;BRAQUETE ROTH DENTE 13 SLOT 022 COM GANCHO (U3R-X)
3118;BRAQUETE ROTH DENTE 35 C/ GANCHO SLOT 022 (L5L-X)
3119;BRAQUETE DENTE 34 SLOT 022 (L4L-X)
3121;CLORIDRATO DE CICLOBENZAPRINA 10MG
3123;BRAQUETE ROTH DENTE 33 C/ GANCHO SLOT 022 (L3L-X)
3124;BRAQUETE DENTE 44 ROTH COM GANCHO SLOT 022 L4RX
3125;BRAQUETE ROTH DENTE 21 - U1L SEM GANCHO SLOT 022
3126;BRAQUETE ROTH SEM GACHO INCISO 05 INFERIOR (DENTE 41,42,31,39) SLOT 022
3127;BRAQUETE ROTH MON GANCHO CANINO PRE MOLAR SEGUNDO PRE INFERI
3128;PINO MOLDAGEM INTRA RADICULAR POLICARBONATO CARTELA 50
3129;MINIPARAFUSO ORTODONTICO PARA ANCORAGEM ABSOLUTA DE 8MM
3130;MINIPARAFUSO ORTODONTICO PARA ANCORAGEM ABSOLUTA DE 6MM
3134;PLACA ACETATO CRISTAL PARA PLASTIFICACAO A VACUO 2MM
3135;PLACA SILICONE PLASTIFICA��O A VACUO 2X2MM 133MM DI�METRO
3142;TUBO ENDOTRAQUEAL ARAMADO C/ BALAO 7,5MM
3154;TUBO SOLDA U6R ROTH TR 022
3168;TENECTEPLASE 50 MG + DILUENTE 10 ML - P� LIOFILIZADO PARA SOLU��O INJET�VEL
3173;SERINGA DESCARTAVEL S/AGULHA BICO LUER LOCK 20ML
3175;LIMA ROTATORIA EM NIQUEL E TITANICO ENDODONTICA 25MM CX COM
3177;TUBO COLA U6R ROTH TR 022
3178;TUBO COLA U6R RICK TR 018
3180;TUBO COLA L6R ROTH PLA 022
3187;BRAQUETE ROTH DENTE 22 SEM GANCHO (SLOT 022) U2L
3211;CUBA INOX PARA AQUECIMENTO DE CERA TAM MEDIO
3215;KIT PINO PARA OBTURACAO 10 X 120 (02 ROSQUEAVEL)
3217;LENCOL DE BORRACHA PARA ISOLAMENTO (CX  26 UNID)
3226;INDICADOR PARA AVALIACAO DA LIMPEZA DE INSTRUMENTAIS COMPLEXOS -TESTE DE RESIDUOS DE PROTEINAS NAS SUPERFECIEES CRITICAS DE INSTRUMENTAIS COMPLEXOS
3229;INDICADOR PARA AVALIACAO DE CONTAMINACAO MICROBIANA NA AGUA  - (CLEAN -TRACE ATP AGUA)
3230;OLEO LUBRIFICANTE ODONTOLOGICO PARA PONTAS DE ALTA E BAIXA R
3233;PORTA MATRIZ DE TOFFLEMIRE
3234;FITA MATRIZ DE A�O 05MM
3235;FITA MATRIZ DE A�O 07MM
3236;FIO DENTAL 100 MTS ROLO
3237;ESPATULA DE INSERCAO N1
3238;FIO PARA RETRA��O GENGIVAL DE ALGOD�O N�O IMPREGNADO N� 00 250CM
3242;TUBO SOLDA U6R ROTH SP 022
3243;TUBO SOLDA U6L ROTH TR 022
3258;TUBO SOLDA L6L ROTH SP 022
3259;TUBO SOLDA L6R ROTH PLA 022
3260;TUBO COLA U6L ROTH TR 022
3262;TUBO SOLDA L6RL RICK DP 018
3273;INDICADOR QUIMICO TIPO 5 - INTEGRADOR QUIMICO
3276;FIO DE SUTURA - POLIGLECAPRONE 2-0 AGULHA 12 CIRCULO CILINDRICA 40 MM FECHAMENTO OBSTGINEC -GERAL
3281;EVIDENCIADOR DE PLACA BACTERIANA
3282;FIO DE SUTURA - SEDA PRETA 3-0 AGULHA DE 12 CORTANTE DE 17
3283;FIO DE SUTURA - SEDA PRETA 4-0 AGULHA DE 12 CORTANTE DE 17MM
3283;FIO DE SUTURA - SEDA PRETA 4-0 AGULHA DE 12 CORTANTE DE 17C
3284;FIO DE SUTURA - SEDA PRETA 2-0 AGULHA DE 12 CORTANTE DE 20C
3288;BRAQUETE DENTE 11 ROTH MONOBLOCO -(U1R) 8592
3289;BRAQUETE ROTHCOM GANCHO SEGUNDO PRE-MOLAR INFERIOR DIREITO SLOT 022 (L5R-X)
3297;FRALDA DESCARTAVEL GERIATRICA TIPO ROUPA INTIMA PM - PLENIT
3337;CANETA PARA ALTA ROTA��O - ODONTOLOGICO
3341;BROCA PONTA DIAMANTADA PARA ALTA ROTA��O FG 2200 L�PIS
3342;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1014 HL
3343;ARCO ORTODONTICO PRE CONTORNADO SUPER ELASTICO NITI 0014 SUP
3344;ARCO INTRAORAL PRE CONTORNADO NITI MEDIO 012 OU 0,30MM
3345;CAIXA PERFURADA PARA AUTOCLAVE 28X14X6 CM
3350;OCRELIZUMABE 300MG10ML
3351;ACALCADOR PARA BANDAS ORTODONTICAS PONTA TRIANGULAR
3352;DOBRADOR DISTAL SLOT ABERTO 022
3353;APLICADOR E EXTRATOR DE ELASTICO AMARRILHO PONTA ACO INOX
3354;APLICADOR DE ELASTICO AMARRILHO PONTA ACO INOX - APLICADOR DUPLO
3355;CERA PERIFERICA BRANCA OU AZUL N� 6
3356;MARCADOR DE BANDAS ORTODONTICAS TIPO ESTRELA
3358;ALAVANCA APICAL 305 RETA ADULTO EM ACO INOX
3361;BROCA DE CORTE CRUZADO TUNGSTENIO ANEL AZUL 1506 (77GX060) MAXCUTI GROSSA
3362;CARFILZOMIBE 60 MG (KYPROLIS)
3363;BOTAO LINGUAL PARA SOLDAGEM
3364;BOTAO LINGUAL PARA COLAGEM RETO
3365;BOTAO LINGUAL ORTODONTICO PARA COLAGEM CONCAVO
3366;INFLIXIMABE 100MG SOLUCAO INJETAVEL
3367;BROCA PONTA DIAMANTADA PARA ALTA ROTACAO FG 1014
3368;BROCA PONTA DIAMANTADA PARA ALTA ROTACAO FG 1015
3369;BROCA PONTA DIAMANTADA PARA ALTA ROTACAO FG 1016HL
3373;RESINA ACRILICA AUTOPOLIMERIZAVEL PARA ESCULTURAS 25G - VERM
3374;CIMENTO OBTURADOR PROVISORIO COM FLUOR PARA FECHAMENTO DE CA
3379;APLICADOREXTRATOR DE AMARRILHO ELASTICA - INOX
3380;TUBO ROTH SIMPLES COM GANCHO PARA COLAGEM SUPERIOR DIREITO 022
3381;TUBO ROTH SIMPLES C/ GANCHO PARA COLAGEM SUPERIOR ESQUERDO 022
3382;TUBO ROTH SIMPLES COM GANCHO PARA COLAGEM INFERIOR ESQUERDO 022
3383;TUBO ROTH DUPLO COM GANCHO PARA COLAGEM INFERIOR ESQUERDO 022
3384;TUBO ROTH DUPLO COM GANCHO PARA COLAGEM INFERIOR DIREITO 022
3385;TUBO ROTH DUPLO COM GANCHO PARA SOLDA INFERIOR ESQUERDO 022
3392;FOSCARNET 24MGML 250ML
3393;RESINA FOTOPOLIMERIZAVEL REFORCADA COM NANOPARTICULAS P RES
3394;RESINA FOTO NANO-HIBRIDA PARA RESTAURA��ES DIRETAS TPH - COR A2
3395;RESINA PARA RESTAURA��ES DIRETAS MICO-HIBRIDA Z-100 - COR A3
3398;ALAVANCA APICAL 304 RETA ADULTO EM ACO INOX
3399;CALCADOR EM ACO INOX RABO DE PEIXE PARA ORTODONTIA
3400;BOBINA PAPEL TERMICO PARA INCUBADORA (BIONOVA IC1020FR)
3403;LEITE EM PO INTEGRAL ZERO LACTOSE (NINHO SEM LACTOSE)
3403;LEITE ZERO LACTOSE LATA - NINHO 380 G
3404;TUBO RICKETTS DUPLO C/ GANCHO P/ COLAGEM SUP. DIRETO E INF. ESQUERDO 022
3405;TUBO RICKETTS DUPLO COM GANCHO CENTRAL PARA MOLARES 022
3406;TUBO RICKETTS SIMPLES C/ GANCHO PARA COLAGEM SUP. ESQUERDO INF. DIREITO 022
3407;TUBO ORTODONTICO SISTEMA RICKETTS SIMPLES COM GANCHO PARA CO
3408;TUBO RICKETTS DUPLO C/ GANCHO P/ SOLDA SUPERIOR E INFERIOR DIREITO E ESQUERDO 022
3409;TUBO ORTODONTICO SISTEMA RICKETTS TRIPLO COM GANCHO P SOLDA
3410;TUBO RICKETTS TRIPLO COM GANCHO PARA SOLDA SUPERIOR ESQUERDO E INFERIOR DIREITO 022
3411;TUBO TELESCOPICO ORTODONTICO ACO INOX 090MM X 33MM
3415;SUPLEMENTO ALIMENTAR HIPERCALORICO HIPERPROTEICO PARA PACIENTE ONCOLOGICO (FRESUBIN LIPID DRINK/ SUPPORTAN DRINK/ FORTCARE)
3415;SUPLEMENTO ALIMENTAR PARA CA 200 ML- FRESUBIN LIPID DRINK
3416;DIETA PARA CONTROLE GLICEMICO PO LATA 400 G - NUTRI DIABETIC
3418;MODULO DE GLUTAMINA LATA 300 G - GLUTAMAX
3431;PROBIOTICO SACHE DE 2 G  SIMFORT
3432;MODULO DE TRIGLICERIDEO DE CADEIA MEDIA (MCT)(VITAFOR)
3433;TUBO ROTH TRIPLO COM GANCHO P/ SOLDA SUPERIOR ESQUERDO 022
3438;LEITE DESNATADO EM PO
3441;LEITE DE SOJA PO LATA 300 G - SOY MAIS
3447;ESPESSANTE ALIMENTAR LATA 125 G - RESOURCE THICKEN UP CLEAR
3454;CIMENTO CIRURGICO EM PO 50G
3455;CIMENTO CIRURGICO LIQUIDO 20ML
3456;CATALIZADOR GEL EM SILICONE CONFECCAO DE MURALHAS PROTETICAS
3464;FORMULA ANTI-REGURGITACAO LATA 400 G - NAN AR  APTAMIL AR
3470;FILTRO BACTERIANO VIRAL COM ESPACO MORTO VOLUME ENTRE 150 E
3471;PORTA - AGULHA MATHIEU EM ACO INOX 14 CM
3472;BANDEJA RETANGULAR LISA EM ACO INOX 22CM X 9CM X 15CM
3473;ALAVANCA APICAL 303 DIREITA ADULTO
3474;ESPESSANTE ALIMENTAR ISENTO DE AMIDO DE MILHO EM P� LATA (RESOURCE THICKEN UP CLEAR/ THICK E EASY CLEAR/ NUTILIS CLEAR/ SUSTAP CLEAR/ ESPESSA MAIS CLEAN)
3476;ALAVANCA APICAL 301 RETA ADULTO
3479;DOBRADOR FIO DE AMARRILHO PONTA RETA E CURVADA (SPUTNIK)
3482;GRAMPO PARA ISOLAMENTO ABSOLUTO N�12
3483;FIO PARA RETRA��O GENGIVAL DE ALGOD�O N�O IMPREGNADO N� 0 250CM
3484;FIO PARA RETRA��O GENGIVAL DE ALGOD�O N�O IMPREGNADO N� 2 250CM
3486;ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 021 X 025
3487;ARCO INTRAORAL PRE-CONTORNADO CRNI SUPERIOR 021 X 025
3488;ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 018 X 025
3489;ARCO PRE CONTORNADO CRNI SUPERIOR 018  X 025 - 045 X 063MM
3490;ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 017 X 025
3491;ARCO INRAORAL PRE-CONTORNADO CRNI SUPERIOR 017 X 025
3492;BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3215 FF
3502;FRALDA DESCARTAVEL GERIATRICA GRANDE (MARDAM SLIM PCT C 08)
3518;FITA HIPOALERGENICA MICROPOROSA 50 X 10M (CREMER)
3530;ELASTICO ORTODONTICO PARA LIGADURA CINZA TIPO BENGALINHA (CARTELA)
3531;ELASTICO ORTODONTICO PARA LIGADURA CRISTAL TIPO BENGALINHA (CARTELA)
3533;ELASTICO ORTODONTICO CORRENTE PRETO LONGO 1,5M (ROLO)
3534;ELASTICO ORTODONTICO CORRENTE ROSA PINK LONGO 15M (ROLO)
3535;ELASTICO SEPARADOR AZUL CLARO 532 40MM
3539;SONDA URETRAL N 8 (MARK MED)
3547;PROPES DESCARTAVEL BRANCO PCT C100UN
3548;AZITROMICINA 40MGML SUSPENSAO ORAL FRASCO 15ML
3553;LUVA CIRURGICA ESTERIL N� 8,5
3554;FILTRO PARA VENTILACAO MECANICA HME MAXI ADULTO (CGH) JUDICI
