codigo	descricao	marca	__v
2390	BRAQUETE DENTE 25 ROTH - PRE MOLAR SUPERIOR ESQUERDO (U45L -	indiferente	0
2393	BRAQUETE ROTH (L3-RX) DENTE 43 SLOT 022 COM GANCHO	indiferente	0
2397	ARCO INTRAORAL PRE-CONTORNADO NITI SUPERIOR 016 X 022	indiferente	0
2398	PASTA PROFILATICA 90G	indiferente	0
2400	ESPATULA PARA CERA N7 - ODONTO	indiferente	0
2402	RESINA PARA RESTAURACOES DIRETAS DENTES ANTERIORES E POSTERI	indiferente	0
2403	RESINA PARA RESTAURAÇÕES DIRETAS FOTO NANOPARTICULADA -  COR A3B	indiferente	0
2404	RESINA FOTOPOLIMERIZÁVEL NANOPARTICULADA PARA RESTAURAÇÕES DIRETAS - COR EA1	indiferente	0
2405	RESINA COMPOSTA PARA RESTAURAÇÕES DIRETAS E EM DENTES ANTERIORES E POSTERIORES NANOPARTICULADAS NA COR A2E ESMALTE	indiferente	0
2406	RESINA PARA RESTAURACOES DIRETAS DENTES ANTERIORES E POSTERI	indiferente	0
2407	CIMENTO PROVISORIO COMPOSICAO OXIDO DE ZINCO	indiferente	0
2408	CONE GUTA PERCHA PRINCIPAL 1 - SERIE 15 A 40	indiferente	0
2409	CONE GUTA PERCHA ACESSORIO R5-M	indiferente	0
2410	CONE GUTA PERCHA ACESSORIO R8-FF	indiferente	0
2411	CONE GUTA PERCHA ACESSORIO R3-F	indiferente	0
2412	CONE GUTA PERCHA ACESSORIO RS-SORTIDO	indiferente	0
2413	CONE GUTA PERCHA ACESSORIO R4-FM	indiferente	0
2414	CONE GUTA PERCHA ACESSORIO R1-MF	indiferente	0
2415	CONE GUTA PERCHA ACESSORIO R7-XF	indiferente	0
2422	TUBO ENDOTRAQUEAL S/ BALAO 3,5	indiferente	0
2433	KIT AGENTE DE UNIAO MULTIUSO COM FLUOR FOTOPOLIMERIZAVEL MON	indiferente	0
2434	CATETER CENTRAL DE INSERCAO PERIFERICA - PICC 5FR (PONTA FECHADA)	indiferente	0
2437	SISTEMA OCLUSOR ESTOMA 20 A  45MM - REF 1485 (COLOPLAST)	indiferente	0
2474	CATETER DE OXIMETRIA CONTINUA TRIPLO LUMEN	indiferente	0
2491	SULFATO DE ABACAVIR 20 MG/ 240 ML - SOLUCAO ORAL	indiferente	0
2502	EFAVIRENZ 30 MG/ML SOLUÇÃO ORAL 180 ML	indiferente	0
2517	RITONAVIR 100 MG	indiferente	0
2555	ALFAEPOETINA 10.000UI	indiferente	0
2558	PERFURADOR LENCOL DE BORRACHA	indiferente	0
2559	PINCA CLINICA PARA ALGODAO N 317	indiferente	0
2562	CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 0,7MM A 1,2MM	indiferente	0
2563	CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 1,5MM A 1,9MM	indiferente	0
2564	GRAMPEADOR LINEAR CORTANTE 45MM - (ARTICULADO  LONGO - OBES	indiferente	0
2565	GLICLAZIDA 60MG COMP. DE LIB. PROL.	indiferente	0
2569	DISPOSITIVO MASCULINO INCONTINENCIA URINARIA 1 PECA LATEX -	indiferente	0
2578	GESSO COMUM -1KG	indiferente	0
2580	PROPOFOL 20MG/ML SERINGA PREENCHIDA 50ML  (PORT. 344/98 - C1)	indiferente	0
2583	AVENTAL PARA USO HOSPITALAR EM TNT 40GR AZUL MARINHO TAMANHO GRANDE SEM MANGAS	indiferente	0
2584	ALGODAO HIDROFILO EM ROLINHOS PARA ISOLAMENTO RELATIVO	indiferente	0
2586	LEVONORGESTREL 52 MG - INTRA UTERINO	indiferente	0
2589	DIPIRONA 500 MG COMPRIMIDO	indiferente	0
2593	ESCOVA DE ROBSON CONTRA ANGULADO	indiferente	0
2594	TIRA DE POLIESTER PARA ISOLAMENTO DE RESTAURACOES COM RESINA EMBALAGEM C/50 UNID	indiferente	0
2605	CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 2MM A 3MM	indiferente	0
2606	CARGA PARA GRAMPEADOR ENDOSCOPICO LINEAR CORTANTE 60MM - 15M	indiferente	0
2614	ARCO INTRAORAL PRE-CONTORNDO CRNI INFERIOR 016 OU 0,22MM	indiferente	0
2615	ARCO PRE-CONTORNADO CRNI SUPERIOR 016 X 022=040 X 55M	indiferente	0
2618	ELASTICO INTRA -ORAL FORCA LEVE 70G NATURAL 14 PCT C1000	indiferente	0
2619	ELASTICO INTRA -ORAL FORCA PESADA 180 G NTURAL 14 PCT C100	indiferente	0
2620	ELASTICO INTRA -ORAL FORCA LEVE 70G NATURAL 18 PCT C1000	indiferente	0
2621	ELASTICO INTRA -ORAL FORCA PESADA 180G NATURAL 18 PCT C100	indiferente	0
2622	ELASTICO INTRA-ORAL FORÇA LEVE 70G PCT C/1000	indiferente	0
2623	ELASTICO INTRA -ORAL FORCA MEDIA 130G NATURAL 316=480MM	indiferente	0
2624	ELASTICO INTRA -ORAL FORCA LEVE 70 G NATURAL 38 PCT C 1000	indiferente	0
2625	ELASTICO INTRA-ORAL FORCA MEDIA 130G 3/8 PCT C/100	indiferente	0
2626	ELASTICO INTRA -ORAL FORCA PESADA 180 G NATURAL 38 PCT C10	indiferente	0
2628	ELASTICO EXTRA-ORAL CARGA MEDIA 300G NATURAL 12 PCT C100	indiferente	0
2629	ELASTICO ORTODONTICO PARA LIGADURA AZUL TIPO BENGALINHA (CAR	indiferente	0
2631	ELASTICO ORTODONTICO PARA LIGADURA ROSA PINK TIPO BENGALINHA	indiferente	0
2632	ELASTICO ORTODONTICO PARA LIGADURA PRETO TIPO BENGALINHA (CARTELA)	indiferente	0
2634	ELASTICO SEPARADOR COR VERDE MEDIDA 3/16 PCT 1.000 UND	indiferente	0
2638	REMOVEDOR DE MANCHAS 30 ML	indiferente	0
2651	ESPATULA LECRON M ACO N 5	indiferente	0
2672	APLICADOR DESCARTAVEL PARA PRIMER EM POLIPROPILENO E FIBRAS	indiferente	0
2673	LIMALHA AMALGAMA EM CAPSULAS	indiferente	0
2675	ARCO PRE- CONTORNADO CRNI SUPERIOR 016 X 016=040 X 40MM	indiferente	0
2676	ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 016 X 016	indiferente	0
2681	LENTULO ESPIRAL EM ACO INOX PARA PREPARO DE CANAL TAM 25 -40	indiferente	0
2682	BOLSA COLETORA ALTERNA PARA OSTOMIA INTESTINAL INFANTIL 10-35MM INFANTIL 17467 ( COLOPLAST)	indiferente	0
2684	VASELINA BRANCA 90G	indiferente	0
2690	EMBALAGEM DESCARTAVEL EM MANTA SMS LEVE 50 X 50	indiferente	0
2692	CATETER PARA ACESSO VENOSO CENTRAL ADULTO 14/14G X 20CM APROXIMADAMENTE (8FR) DUPLO LUMEN	indiferente	0
2695	ACRILICO AUTOPOLAMERIZAVEL 1000ML	indiferente	0
2696	ACRILICO AUTOPOLAMERIZAVEL PO INCOLOR 1KG	indiferente	0
2705	MANDRIL REFORCADO	indiferente	0
2706	PONTA PEDRA VERDE GIGANTE - 4202	indiferente	0
2707	PONTA PEDRA VERDE GIGANTE - 4044	indiferente	0
2709	BOLSA PARA OSTOMIA INTESTINAL UMA PEÇA 15-43MM REF: 17471 (COLOPLAST)	indiferente	0
2712	TELA CIRURGICA PROCEED 15 X 15	indiferente	0
2714	FIO ORTONDOTICO EM VARETAS RETANGULAR TMA 018 X 025=045 X 63	indiferente	0
2715	FIO ORTONDOTICO EM VARETAS RETANGULAR TMA 016 X 022 = 0,40 - 0,55MM	indiferente	0
2718	FIO ORTODONTICO EM VARETAS QUADRADO PONTA AZUL ELGILOY COCR	indiferente	0
2721	IODOFORMIO (GRAMA)	indiferente	0
2722	ESCULPIDOR HOLLEMBACK 3S	indiferente	0
2723	COMPASSO DE WILLIS	indiferente	0
2724	KIT SILICONE DE CONDENSACAO1 KG MASSA DENSA BISNAGA DE 120G	indiferente	0
2727	KIT CIMENTO ENDODONTICO COM HIDROXIDO DE CALCIO-PO 8G E BISN	indiferente	0
2783	PLACA PARA BOLSA DE OSTOMIA INTESTINAL NEONATAL RECORTE 27MM  REF- 17829 (COLOPLAST)	indiferente	0
2784	BOLSA PARA OSTOMIA INTESTINAL NEONATAL 2 PEÇAS 27MM REF- 14682 (COLOPLAST - PROGRAMA OSTOMIZADOS)	indiferente	0
2789	BROCA DE CORTE CRUZADO TUNGSTENIO ANEL AZUL 1509 (79G X 060) MAXCUTI GROSSA	indiferente	0
2790	BROCA DE CORTE CRUZADO TUNGSTENIO ANEL AZUL 1508 (351G X 060) MAXCUTI GROSSA	indiferente	0
2791	BROCA DE CORTE CRUZADO TUNGSTENIO ANEL AZUL 1571 (485G X 023) MINICUT FINA	indiferente	0
2792	BROCA DE CORTE CRUZADO TUNGSTENIO ANEL AZUL 1510 (75G X 045) MAXCUTI GROSSA	indiferente	0
2793	BROCA DE CORTE CRUZADO TUNGSTENIO ANEL AZUL 1251 (251G X 060) MAXCUTI GROSSA	indiferente	0
2795	BROCA DE CORTE CRUZADO TUNGSTENIO ANEL VERMELHO 1520 (79F X 045) MAXCUTI FINA	indiferente	0
2796	BROCA DE CORTE CRUZADO TUNGSTENIO ANEL VERMELHO (79F X 040) MINICUTI EXTRA FINA	indiferente	0
2797	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1012 HL ESFERICA	indiferente	0
2798	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1013 HL ESFERICA	indiferente	0
2799	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1011 ESFERICA	indiferente	0
2800	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1061 PLANA	indiferente	0
2801	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1062 PLANA	indiferente	0
2802	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1063 PLANA	indiferente	0
2803	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1064 PLANA	indiferente	0
2804	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1066 PLANA	indiferente	0
2805	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1065 PLANA	indiferente	0
2806	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1090 PLANA	indiferente	0
2807	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1091 PLANA	indiferente	0
2808	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1092 PLANA	indiferente	0
2809	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1093 PLANA	indiferente	0
2811	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1094 PLANA	indiferente	0
2812	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1095 PLANA	indiferente	0
2813	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1098 PLANA	indiferente	0
2814	BROCA PONTA DIAMANTADA ALTA ROTAÇÃO FG 1333 ASTE CURTA ODONTOPEDIATRIA DENTE POSTERIOR	indiferente	0
2815	BROCA PONTA DIAMANTADA ALTA ROTAÇÃO FG 1342 ASTE CURTA ODONTOPEDIATRIA DENTE POSTERIOR	indiferente	0
2816	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1343 ASTE CURTA ODONTOPEDIATRIA DENTE POSTERIOR	indiferente	0
2817	BROCA PONTA DIAMANTADA ALTA ROTAÇÃO FG 1043 DUPLA CONICIDADE	indiferente	0
2818	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1036 ESFERICA	indiferente	0
2819	BROCA PONTA DIAMANTADA ALTA ROTAÇÃO FG 1042 DUPLA CONICIDADE	indiferente	0
2820	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1045 DUPLA CONICIDADE	indiferente	0
2821	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1019 ESFERICA	indiferente	0
2822	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1046 DUPLA CONICIDADE	indiferente	0
2823	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1035	indiferente	0
2824	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1033 CONE INVERTIDO	indiferente	0
2825	BROCA PONTA DIAMANTADA ALTA ROTAÇÃO FG 1034 CONE INVERTIDO	indiferente	0
2828	BROCA PONTA DIAMANTADA ALTA ROTAÇÃO FG 1047 DUPLA CONICIDADE	indiferente	0
2829	BROCA PONTA DIAMANTADA ALTA ROTAÇÃO FG 1111 PERA	indiferente	0
2830	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1190	indiferente	0
2831	BROCA PONTA DIAMANTADA ALTA ROTAÇÃO FG 2067 PLANA	indiferente	0
2832	BROCA PONTA DIAMANTADA ALTA ROTAÇÃO FG 2068 PLANA	indiferente	0
2833	BROCA PONTA DIAMANTADA ALTA ROTAÇÃO FG 2135 CÔNICA TOPO ARREDONDADO	indiferente	0
2835	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 2215	indiferente	0
2836	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3069	indiferente	0
2837	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3070	indiferente	0
2838	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3100	indiferente	0
2839	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3101	indiferente	0
2840	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3118	indiferente	0
2841	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3122	indiferente	0
2842	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3203	indiferente	0
2843	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3215	indiferente	0
2844	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3071	indiferente	0
2847	BOLSA PARA OSTOMIA URINARIA 44 E 55MM REF - 402551 COM PLACA REF- 401612 (CONVATEC)	indiferente	0
2850	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 4072	indiferente	0
2851	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 4230	indiferente	0
2852	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3195 F	indiferente	0
2853	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3168 F	indiferente	0
2854	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3118 F	indiferente	0
2855	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1093 EFFF	indiferente	0
2856	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1190 FFXF	indiferente	0
2857	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1190 EFFF	indiferente	0
2858	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 2135 EFFF	indiferente	0
2859	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3118 EFFF	indiferente	0
2860	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3168 EFFF	indiferente	0
2861	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3195 EFFF	indiferente	0
2863	BROCA PONTA DIAMANTADA ALTA ROTAÇÃO FG 3216 EF/FF	indiferente	0
2864	BROCA CIRURGICA DIAMANTADA FG557 LXC 28MM CARBIDE	indiferente	0
2865	BROCA CIRURGICA DIAMANTADA FG 55 X LC 28MM CARBIDE	indiferente	0
2866	BROCA CIRURGICA DIAMANTADA ALTA ROTACAO FG 3C28MM CARBIDE	indiferente	0
2867	BROCA CIRURGICA DIAMANTADA ALTA ROTACAO FG 4C28MM CARBIDE	indiferente	0
2868	BROCA CIRURGICA DIAMANTADA ALTA ROTACAO FG 6C28MM CARBIDE	indiferente	0
2870	BROCA CIRURGICO DIAMANTADA ALTA ROTACAO FG 8C28MM CARBIDE	indiferente	0
2871	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1112F	indiferente	0
2872	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1093F	indiferente	0
2873	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 2137F	indiferente	0
2874	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 2135F	indiferente	0
2875	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 3138F	indiferente	0
2879	CARGA PARA GRAMPEADOR LINEAR CORTANTE 45MM ROXO (TECIDO NORMAL E ESPECO)	indiferente	0
2880	CARGA PARA GRAMPEADOR LINEAR CORTANTE 45MM BEGE (TECIDO VASCULAR OU FINO)	indiferente	0
2894	ELASTICO INTRA-ORAL FORÇA MEDIA 130G NATURAL 14 PCT C1000	indiferente	0
2899	TESOURA IRIS RETA 12CM	indiferente	0
2900	BOMBA DE INFUSAO 240V	indiferente	0
2901	ALICATE PARA ORTODONTIA NAO CORTANTE TRIDENTE 13CM N200	indiferente	0
2902	ALICATE PARA ORTODONTIA NAO CORTANTE DE LA ROSA 2 N109 135C	indiferente	0
2903	ALICATE PARA ORTODONTIA NAO CORTANTE MEIA CANA N053 145CM	indiferente	0
2904	ALICATE PARA ORTODONTIA CORTE DE AMARRILHO PONTA DE WIDEA N	indiferente	0
2905	ALICATE CORTE DISTAL COM WIDEA	indiferente	0
2906	CONJUNTO MICRONEBULIZADOR PARA AEROSOLTERAPIA ADULTO OXIGENI	indiferente	0
2922	CERA ODONTOLOGICA UTILIDADE EM LAMINA VERMELHA (CAIXA COM 05	indiferente	0
2926	TUBO ROTH SIMPLES C/ GANCHO PARA SOLDA SUPERIOR DIREITO 022	indiferente	0
2927	TUBO ROTH SIMPLES COM GANCHO SOLDA SUPERIOR ESQUERDO 022	indiferente	0
2928	TUBO ROTH SIMPLES COM GANCHO PARA SOLDA INFERIOR DIREITO 022	indiferente	0
2929	TUBO ROTH SIMPLES C/ GANCHO PARA SOLDA INFERIOR ESQUERDO 022	indiferente	0
2930	TUBO ROTH DUPLO C/ GANCHO PARA SOLDA INFERIOR ESQUERDO 022	indiferente	0
2931	TUBO LINGUAL HORIZONTAL C/ GANCHO CERVICAL PARA SOLDA SUP. DIREITO E INF. ESQUERDO 022	indiferente	0
2932	PAPEL CARBONO DUPLA FACE VERMELHO E PRETO COM 12 TIRAS	indiferente	0
2935	RESSUCITADOR MANUAL INFANTIL - AMBU (MD)	indiferente	0
2949	FRALDA DESCARTAVEL PEDIATRICA GRANDE(9 A 13KG) PCT C 8 UNID	indiferente	0
2950	FRALDA DESCARTAVEL INFANTIL EXTRA GRANDE DE 12 A 15KG	indiferente	0
2952	EXTENSOR PARA OXIGENIO OXI-DREN COM CONECTOR (EMBRAMED)	indiferente	0
2954	SERINGA DESCARTAVEL SEM AGULHA 10ML BICO LUER SLIP - MARCA S	indiferente	0
2960	FIO DE SUTURA POLIDIOXANONE 3-0 AGULHA DE 38 19MM PONTA REV	indiferente	0
2962	VACUTAINER	indiferente	0
2965	PREDNISONA 20MG COMPRIMIDO	indiferente	0
2966	NITRATO DE MICONAZOL 20 MG/G CREME DERMATOLOGICO (BISNAGA 28 G)	indiferente	0
2976	TUBO ROTH SIMPLES COM GANCHO PARA COLAGEM INFERIOR DIREITO 022	indiferente	0
2977	TUBO ROTH TRIPLO C/ GANCHO PARA SOLDA SUPERIOR DIREITO 022	indiferente	0
2978	TUBO ROTH TRIPLO C/ GANCHO PARA COLAGEM SUPERIOR ESQUERDO 022	indiferente	0
2979	TUBO ROTH TRIPLO C/ GANCHO PARA COLAGEM SUPERIOR DIREITO 022	indiferente	0
2984	ALICATE PARA ORTODONTIA CORTE DE AMARRILHO PONTA DE WIDEA N	indiferente	0
2990	FRALDA DESCARTAVEL INFANTIL TAM MEDIA DE 5 A 10KG (JUDICIAL)	indiferente	0
2990	FRALDA DESCARTAVEL INFANTIL TAM MEDIA DE 5 A 10KG (POLARZINH	indiferente	0
2994	ACIDO URSODESOXICOLICO 300MG	indiferente	0
2995	SONDA NASO-ENTERAL N12 (EMBRAMED) JUDICIAL	indiferente	0
2996	COLCHAO HOSPITALAR EM AGUA E AR 190 X 80 (RCS) JUDICIAL	indiferente	0
3016	AVENTAL DESCARTAVEL COM MANGA LONGA E ELASTICO NO PUNHO (POL	indiferente	0
3028	ADESIVO SERINGA PREENCHIDA PARA FIXACAO DE BRACKETS	indiferente	0
3050	PIRIDOXINA 10MG/ML, SOLUCAO ORAL FRASCO 100ML	indiferente	0
3051	CANULA PARA INFUSAO SUBCUTANEA 6MM(FLEXLINK ACCU CHECK)	indiferente	0
3052	CONJUNTO PARA INFUSAO SUBCUTANEA 6MM CONJUNTO DE TRANSFERENCIA 60CM(FLEXILINK ACCU CHECK)	indiferente	0
3053	CURATIVO PARA TRAQUEOSTOMIA COM CAMADA DE ESPUMA 10 X 10(2C	indiferente	0
3063	COMPRESSA DE GAZE ESTERIL 75X75 CM 11 FIOS PACOTE C 10 UND	indiferente	0
3068	DENOSUMABE 60 MGML (PROLIA)	indiferente	0
3069	ALFA-ALGLICOSIDASE 50MG	indiferente	0
3081	RESINA FOTO NANOPARTICULADA PARA RESTAURAÇÕES DIRETAS - COR A1B - CORPO	indiferente	0
3084	TUBO SOLDA L6L ROTH DP 022	indiferente	0
3085	TUBO COLA L6RL RICK DP O18	indiferente	0
3086	TUBO COLA L6R ROTH DP 022	indiferente	0
3087	TUBO COLA L6L ROTH SP 022	indiferente	0
3089	TUBO SOLDA U6L RICK TR 018	indiferente	0
3092	INDICADOR QUIMICO TIPO 5 - INTEGRADOR QUIMICO EM PACOTE TEST	indiferente	0
3093	TUBO ROTH DUPLO (SOLDAGEM INFERIOR ESQUERDO- 35MM)	indiferente	0
3095	TUBO COLA L6L ROTH DP 022	indiferente	0
3097	TUBO SOLDA U6L ROTH SP 022	indiferente	0
3098	TUBO SOLDA L6R ROTH SP 022	indiferente	0
3100	GUTA PERCHA EM BASTAO BRANCO	indiferente	0
3101	GUTA PERCHA EM BASTAO SORTIDOS	indiferente	0
3106	SILICONE DE CONDENSAÇÃO FLUIDO 120G UNIDADE	indiferente	0
3110	CONJUNTO BACKETES ORTODONTICOS DO SISTEMA RICKETES ACTUAL CO	indiferente	0
3111	BRAQUETE ROTH DENTE 12 - U1R	indiferente	0
3114	BRAQUETE ROTH SEM GANCHO INCISO 05 INFERIOR (DENTE 41,42,31,39) SLOT 022	indiferente	0
3115	BRAQUETE ROTH DENTE 13 SLOT 022 COM GANCHO (U3R-X)	indiferente	0
3118	BRAQUETE ROTH DENTE 35 C/ GANCHO SLOT 022 (L5L-X)	indiferente	0
3119	BRAQUETE DENTE 34 SLOT 022 (L4L-X)	indiferente	0
3121	CLORIDRATO DE CICLOBENZAPRINA 10MG	indiferente	0
3123	BRAQUETE ROTH DENTE 33 C/ GANCHO SLOT 022 (L3L-X)	indiferente	0
3124	BRAQUETE DENTE 44 ROTH COM GANCHO SLOT 022 L4RX	indiferente	0
3125	BRAQUETE ROTH DENTE 21 - U1L SEM GANCHO SLOT 022	indiferente	0
3126	BRAQUETE ROTH SEM GACHO INCISO 05 INFERIOR (DENTE 41,42,31,39) SLOT 022	indiferente	0
3127	BRAQUETE ROTH MON GANCHO CANINO PRE MOLAR SEGUNDO PRE INFERI	indiferente	0
3128	PINO MOLDAGEM INTRA RADICULAR POLICARBONATO CARTELA 50	indiferente	0
3129	MINIPARAFUSO ORTODONTICO PARA ANCORAGEM ABSOLUTA DE 8MM	indiferente	0
3130	MINIPARAFUSO ORTODONTICO PARA ANCORAGEM ABSOLUTA DE 6MM	indiferente	0
3134	PLACA ACETATO CRISTAL PARA PLASTIFICACAO A VACUO 2MM	indiferente	0
3135	PLACA SILICONE PLASTIFICAÇÃO A VACUO 2X2MM 133MM DIÂMETRO	indiferente	0
3142	TUBO ENDOTRAQUEAL ARAMADO C/ BALAO 7,5MM	indiferente	0
3154	TUBO SOLDA U6R ROTH TR 022	indiferente	0
3168	TENECTEPLASE 50 MG + DILUENTE 10 ML - PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL	indiferente	0
3173	SERINGA DESCARTAVEL S/AGULHA BICO LUER LOCK 20ML	indiferente	0
3175	LIMA ROTATORIA EM NIQUEL E TITANICO ENDODONTICA 25MM CX COM	indiferente	0
3177	TUBO COLA U6R ROTH TR 022	indiferente	0
3178	TUBO COLA U6R RICK TR 018	indiferente	0
3180	TUBO COLA L6R ROTH PLA 022	indiferente	0
3187	BRAQUETE ROTH DENTE 22 SEM GANCHO (SLOT 022) U2L	indiferente	0
3211	CUBA INOX PARA AQUECIMENTO DE CERA TAM MEDIO	indiferente	0
3215	KIT PINO PARA OBTURACAO 10 X 120 (02 ROSQUEAVEL)	indiferente	0
3217	LENCOL DE BORRACHA PARA ISOLAMENTO (CX  26 UNID)	indiferente	0
3226	INDICADOR PARA AVALIACAO DA LIMPEZA DE INSTRUMENTAIS COMPLEXOS -TESTE DE RESIDUOS DE PROTEINAS NAS SUPERFECIEES CRITICAS DE INSTRUMENTAIS COMPLEXOS	indiferente	0
3229	INDICADOR PARA AVALIACAO DE CONTAMINACAO MICROBIANA NA AGUA  - (CLEAN -TRACE ATP AGUA)	indiferente	0
3230	OLEO LUBRIFICANTE ODONTOLOGICO PARA PONTAS DE ALTA E BAIXA R	indiferente	0
3233	PORTA MATRIZ DE TOFFLEMIRE	indiferente	0
3234	FITA MATRIZ DE AÇO 05MM	indiferente	0
3235	FITA MATRIZ DE AÇO 07MM	indiferente	0
3236	FIO DENTAL 100 MTS ROLO	indiferente	0
3237	ESPATULA DE INSERCAO N1	indiferente	0
3238	FIO PARA RETRAÇÃO GENGIVAL DE ALGODÃO NÃO IMPREGNADO N° 00 250CM	indiferente	0
3242	TUBO SOLDA U6R ROTH SP 022	indiferente	0
3243	TUBO SOLDA U6L ROTH TR 022	indiferente	0
3258	TUBO SOLDA L6L ROTH SP 022	indiferente	0
3259	TUBO SOLDA L6R ROTH PLA 022	indiferente	0
3260	TUBO COLA U6L ROTH TR 022	indiferente	0
3262	TUBO SOLDA L6RL RICK DP 018	indiferente	0
3273	INDICADOR QUIMICO TIPO 5 - INTEGRADOR QUIMICO	indiferente	0
3276	FIO DE SUTURA - POLIGLECAPRONE 2-0 AGULHA 12 CIRCULO CILINDRICA 40 MM FECHAMENTO OBSTGINEC -GERAL	indiferente	0
3281	EVIDENCIADOR DE PLACA BACTERIANA	indiferente	0
3282	FIO DE SUTURA - SEDA PRETA 3-0 AGULHA DE 12 CORTANTE DE 17	indiferente	0
3283	FIO DE SUTURA - SEDA PRETA 4-0 AGULHA DE 12 CORTANTE DE 17MM	indiferente	0
3283	FIO DE SUTURA - SEDA PRETA 4-0 AGULHA DE 12 CORTANTE DE 17C	indiferente	0
3284	FIO DE SUTURA - SEDA PRETA 2-0 AGULHA DE 12 CORTANTE DE 20C	indiferente	0
3288	BRAQUETE DENTE 11 ROTH MONOBLOCO -(U1R) 8592	indiferente	0
3289	BRAQUETE ROTHCOM GANCHO SEGUNDO PRE-MOLAR INFERIOR DIREITO SLOT 022 (L5R-X)	indiferente	0
3297	FRALDA DESCARTAVEL GERIATRICA TIPO ROUPA INTIMA PM - PLENIT	indiferente	0
3337	CANETA PARA ALTA ROTAÇÃO - ODONTOLOGICO	indiferente	0
3341	BROCA PONTA DIAMANTADA PARA ALTA ROTAÇÃO FG 2200 LÁPIS	indiferente	0
3342	BROCA PONTA DIAMANTADA ALTA ROTACAO FG 1014 HL	indiferente	0
3343	ARCO ORTODONTICO PRE CONTORNADO SUPER ELASTICO NITI 0014 SUP	indiferente	0
3344	ARCO INTRAORAL PRE CONTORNADO NITI MEDIO 012 OU 0,30MM	indiferente	0
3345	CAIXA PERFURADA PARA AUTOCLAVE 28X14X6 CM	indiferente	0
3350	OCRELIZUMABE 300MG10ML	indiferente	0
3351	ACALCADOR PARA BANDAS ORTODONTICAS PONTA TRIANGULAR	indiferente	0
3352	DOBRADOR DISTAL SLOT ABERTO 022	indiferente	0
3353	APLICADOR E EXTRATOR DE ELASTICO AMARRILHO PONTA ACO INOX	indiferente	0
3354	APLICADOR DE ELASTICO AMARRILHO PONTA ACO INOX - APLICADOR DUPLO	indiferente	0
