_id,razaoSocial,nomeFantasia,codigo,contato,cnpj
66c4d095af87a5f7873fe662,CENTRAL DE ABASTECIMENTO FARMACEUTICO ACARAU - CE,PREFEITURA MUNICIPAL ACARAU,1189,,5018196
66c4d095af87a5f7873fe663,SMS NOVA OLINDA CE,PREFEITURA MUNICIPAL DE  NOVA OLINDA,1190,,6430287
66c4d095af87a5f7873fe664,SMS NOVO ORIENTE - CE,PREFEITURA MUNICIPAL DE  NOVO ORIENTE,1191,,7352646
66c4d095af87a5f7873fe665,SMS ABAIARA - CE,PREFEITURA MUNICIPAL DE ABAIARA,1192,,6594328
66c4d095af87a5f7873fe666,SMS ACARAPE,PREFEITURA MUNICIPAL DE ACARAPE,1193,,2373513
66c4d095af87a5f7873fe667,SMS ACOPIARA - CE,PREFEITURA MUNICIPAL DE ACOPIARA,1194,,5276330
66c4d095af87a5f7873fe668,SMS AIUABA CE,PREFEITURA MUNICIPAL DE AIUABA,1195,,6363016
66c4d095af87a5f7873fe669,SMS ALTANEIRA CE,PREFEITURA MUNICIPAL DE ALTANEIRA,1196,,6448976
66c4d095af87a5f7873fe66a,SMS ALTO SANTO - CE,PREFEITURA MUNICIPAL DE ALTO SANTO,1197,,2527685
66c4d095af87a5f7873fe66b,SMS AMONTADA,PREFEITURA MUNICIPAL DE AMONTADA,1198,,6460038
66c4d095af87a5f7873fe66c,SMS APUIARES - ESPECIALIZADO,PREFEITURA MUNICIPAL DE APUIARES,1199,,6492975
66c4d095af87a5f7873fe66d,SMS ARACATI - CE,PREFEITURA MUNICIPAL DE ARACATI,1200,,4010760
66c4d095af87a5f7873fe66e,SMS ARACOIABA - CE,PREFEITURA MUNICIPAL DE ARACOIABA,1201,,6425496
66c4d095af87a5f7873fe66f,SMS ARATUBA - CE,PREFEITURA MUNICIPAL DE ARATUBA,1202,,2333821
66c4d095af87a5f7873fe670,SMS BAIXIO - CE,PREFEITURA MUNICIPAL DE BAIXIO,1203,,6645429
66c4d095af87a5f7873fe671,CENTRAL DE ABASTECIMENTO FARMAC�UTICO - BANABUI�,PREFEITURA MUNICIPAL DE BANABUIU,1204,,249432
66c4d095af87a5f7873fe672,PSF BARBADA,PREFEITURA MUNICIPAL DE BARBADA,1205,,7388888
66c4d095af87a5f7873fe673,SMS BARRO,PREFEITURA MUNICIPAL DE BARRO,1206,,6522777
66c4d095af87a5f7873fe674,SMS BATURIT� CE,PREFEITURA MUNICIPAL DE BATURITE,1207,,6402364
66c4d095af87a5f7873fe675,SMS BOA VIAGEM,PREFEITURA MUNICIPAL DE BOA VIAGEM,1208,,6541410
66c4d095af87a5f7873fe676,SMS BREJO SANTO - CE,PREFEITURA MUNICIPAL DE BREJO SANTO,1209,,2563673
66c4d095af87a5f7873fe677,SMS CANIND�,PREFEITURA MUNICIPAL DE CANINDE,1210,,3418324
66c4d095af87a5f7873fe678,SMS CAPISTRANO - CE,PREFEITURA MUNICIPAL DE CAPISTRANO,1211,,6465412
66c4d095af87a5f7873fe679,CENTRAL DE ABASTECIMENTO FARMAC�UTICO CARIDADE-CE,PREFEITURA MUNICIPAL DE CARIDADE,1212,,6363822
66c4d095af87a5f7873fe67a,SMS CARIRIA�U,PREFEITURA MUNICIPAL DE CARIRIACU,1213,,6470971
66c4d095af87a5f7873fe67b,SMS CARIUS - CE,PREFEITURA MUNICIPAL DE CARIUS,1214,,6575668
66c4d095af87a5f7873fe67c,SMS CASCAVEL,PREFEITURA MUNICIPAL DE CASCAVEL,1215,,6496377
66c4d095af87a5f7873fe67d,SMS CATUNDA - CE,PREFEITURA MUNICIPAL DE CATUNDA,1216,,6601162
66c4d095af87a5f7873fe67e,SMS CAUCAIA - CE,PREFEITURA MUNICIPAL DE CAUCAIA,1217,,5544130
66c4d095af87a5f7873fe67f,SMS CHAVAL - CE,PREFEITURA MUNICIPAL DE CHAVAL,1218,,6429394
66c4d095af87a5f7873fe680,SMS CHOR�,PREFEITURA MUNICIPAL DE CHORO,1219,,2498847
66c4d095af87a5f7873fe681,SMS COREAU - CE,PREFEITURA MUNICIPAL DE COREAU,1220,,6492894
66c4d095af87a5f7873fe682,CAPS CRATE�S,PREFEITURA MUNICIPAL DE CRATEUS,1221,,2481146
66c4d095af87a5f7873fe683,CAF CRATEUS,PREFEITURA MUNICIPAL DE CRATEUS,1222,,5385997
66c4d095af87a5f7873fe684,FARM�CIA B�SICA CENTRAL CROAT�,PREFEITURA MUNICIPAL DE CROATA,1223,,2327724
66c4d095af87a5f7873fe685,C.A.F DEPUTADO IRAPUAN PINHEIRO - CE,PREFEITURA MUNICIPAL DE DEP IRAPUAN PINHEIRO,1224,,9145974
66c4d095af87a5f7873fe686,SMS EUS�BIO,PREFEITURA MUNICIPAL DE EUSEBIO,1225,,3448827
66c4d095af87a5f7873fe687,SMS FARIAS BRITO - CE,PREFEITURA MUNICIPAL DE FARIAS BRITO,1226,,6302130
66c4d095af87a5f7873fe688,SMS FORQUILHA - CE,PREFEITURA MUNICIPAL DE FORQUILHA,1227,,6533981
66c4d095af87a5f7873fe689,SMS FRECHEIRINHA - CE,PREFEITURA MUNICIPAL DE FRECHEIRINHA,1228,,6598978
66c4d095af87a5f7873fe68a,SMS GENERAL SAMPAIO/CE,PREFEITURA MUNICIPAL DE GENERAL SAMPAIO,1229,,6900747
66c4d095af87a5f7873fe68b,SMS GRANJA - CE,PREFEITURA MUNICIPAL DE GRANJA,1230,,6408311
66c4d095af87a5f7873fe68c,SMS GRANJEIRO - CE,PREFEITURA MUNICIPAL DE GRANJEIRO,1231,,2425750
66c4d095af87a5f7873fe68d,SMS GUAIUBA - CE,PREFEITURA MUNICIPAL DE GUAIUBA,1232,,6433952
66c4d095af87a5f7873fe68e,SMS DE GUARAMIRANGA CE,PREFEITURA MUNICIPAL DE GUARAMIRANGA,1233,,6472494
66c4d095af87a5f7873fe68f,SMS HORIZONTE CE,PREFEITURA MUNICIPAL DE HORIZONTE,1234,,5478545
66c4d095af87a5f7873fe690,SMS CAF IBARETAMA,PREFEITURA MUNICIPAL DE IBARETAMA,1235,,6549853
66c4d095af87a5f7873fe691,C.A.F DE IBICUITINGA - CE,PREFEITURA MUNICIPAL DE IBICUITINGA,1236,,2563770
66c4d095af87a5f7873fe692,SMS ICAPU� CE,PREFEITURA MUNICIPAL DE ICAPUI,1237,,4011287
66c4d095af87a5f7873fe693,SMS ICO CE,PREFEITURA MUNICIPAL DE ICO,1238,,2499282
66c4d095af87a5f7873fe694,SMS IPU - CE,PREFEITURA MUNICIPAL DE IPU,1239,,6352634
66c4d095af87a5f7873fe695,PSF ENOCA RAMOS IRAU�UBA CE,PREFEITURA MUNICIPAL DE IRAUCUBA,1240,,5696976
66c4d095af87a5f7873fe696,SMS IRAUCUBA - CE,PREFEITURA MUNICIPAL DE IRAUCUBA,1241,,6454364
66c4d095af87a5f7873fe697,FARM�CIA DO CAPS - ITAITINGA,PREFEITURA MUNICIPAL DE ITAITINGA,1242,,3931005
66c4d095af87a5f7873fe698,SMS ITAPAGE,PREFEITURA MUNICIPAL DE ITAPAJE,1243,,6412084
66c4d095af87a5f7873fe699,CAF ITAPI�NA - CENTRAL DE ABASTECIMENTO FARMAC�UTI,PREFEITURA MUNICIPAL DE ITAPIUNA,1244,,5452856
66c4d095af87a5f7873fe69a,SMS JAGUARETAMA - CE,PREFEITURA MUNICIPAL DE JAGUARETAMA,1245,,6181902
66c4d095af87a5f7873fe69b,SMS JAGUARIBARA - CE,PREFEITURA MUNICIPAL DE JAGUARIBARA,1246,,6367445
66c4d095af87a5f7873fe69c,FARM�CIA DA UBS MARIA ALICE DI�GENES BOT�O (ALOISI,PREFEITURA MUNICIPAL DE JAGUARIBE,1247,,182672
66c4d095af87a5f7873fe69d,SMS JATI - CE,PREFEITURA MUNICIPAL DE JATI,1248,,6598897
66c4d095af87a5f7873fe69e,CENTRAL DE ABASTECIMENTO FARMAC�UTICO - MADALENA-C,PREFEITURA MUNICIPAL DE MADALENA,1249,,6544878
66c4d095af87a5f7873fe69f,CAF MARACANAU,PREFEITURA MUNICIPAL DE MARACANAU,1250,,5561329
66c4d095af87a5f7873fe6a0,SMS MARANGUAPE - CE,PREFEITURA MUNICIPAL DE MARANGUAPE,1251,,5345243
66c4d095af87a5f7873fe6a1,SMS MARTINOPOLE - CE,PREFEITURA MUNICIPAL DE MARTINOPOLE,1252,,6471692
66c4d095af87a5f7873fe6a2,SMS MASSAPE - CE,PREFEITURA MUNICIPAL DE MASSAPE,1253,,6488218
66c4d095af87a5f7873fe6a3,SMS MERUOCA - CE,PREFEITURA MUNICIPAL DE MERUOCA,1254,,6487920
66c4d095af87a5f7873fe6a4,SMS MILAGRES - CE,PREFEITURA MUNICIPAL DE MILAGRES,1255,,6617379
66c4d095af87a5f7873fe6a5,CAF-CENTRAL DE ABASTECIMENTO FARMAC�UTICO DE MILH�,PREFEITURA MUNICIPAL DE MILHA,1256,,6542395
66c4d095af87a5f7873fe6a6,SMS MIRAIMA - CE,PREFEITURA MUNICIPAL DE MIRAIMA,1257,,6477097
66c4d095af87a5f7873fe6a7,SMS MISS�O VELHA,PREFEITURA MUNICIPAL DE MISSAO VELHA,1258,,6620329
66c4d095af87a5f7873fe6a8,SMS MOMBACA - CE,PREFEITURA MUNICIPAL DE MOMBACA,1259,,6426379
66c4d095af87a5f7873fe6a9,SMS MONSENHOR TABOSA,PREFEITURA MUNICIPAL DE MONSENHOR TABOSA,1260,,5760259
66c4d095af87a5f7873fe6aa,SMS MORADA NOVA,PREFEITURA MUNICIPAL DE MORADA NOVA,1261,,5970369
66c4d095af87a5f7873fe6ab,FARM�CIA CENTRAL CAF - MORAUJO - CE,PREFEITURA MUNICIPAL DE MORAUJO,1262,,9060367
66c4d095af87a5f7873fe6ac,SMS MORRINHOS - CE,PREFEITURA MUNICIPAL DE MORRINHOS,1263,,6414605
66c4d095af87a5f7873fe6ad,SMS MUCAMBO - CE,PREFEITURA MUNICIPAL DE MUCAMBO,1264,,6565220
66c4d095af87a5f7873fe6ae,SMS MULUNGU - CE,PREFEITURA MUNICIPAL DE MULUNGU,1265,,6472001
66c4d095af87a5f7873fe6af,SMS NOVA RUSSAS - CE,PREFEITURA MUNICIPAL DE NOVA RUSSAS,1266,,6451101
66c4d095af87a5f7873fe6b0,SMS OCARA - CE,PREFEITURA MUNICIPAL DE OCARA,1267,,6404588
66c4d095af87a5f7873fe6b1,SMS OROS - CE,PREFEITURA MUNICIPAL DE OROS,1268,,6449670
66c4d095af87a5f7873fe6b2,CENTRAL DE ABASTECIMENTO FARMACEUTICO DE PACAJUS -,PREFEITURA MUNICIPAL DE PACAJUS,1269,,6377831
66c4d095af87a5f7873fe6b3,SMS PACATUBA CE - CAF (CENTRAL DE ABASTECIMENTO FA,PREFEITURA MUNICIPAL DE PACATUBA,1270,,6406602
66c4d095af87a5f7873fe6b4,CENTRAL DE ABASTECIMENTO FARMAC�UTICO DE PACOTI -,PREFEITURA MUNICIPAL DE PACOTI,1271,,2665131
66c4d095af87a5f7873fe6b5,SMS PACUJA - CE -COMP.ESPECIALIZADO,PREFEITURA MUNICIPAL DE PACUJA,1272,,6491774
66c4d095af87a5f7873fe6b6,SMS PALHANO,PREFEITURA MUNICIPAL DE PALHANO,1273,,6463290
66c4d095af87a5f7873fe6b7,SMS PALMACIA - CE,PREFEITURA MUNICIPAL DE PALMACIA,1274,,6742939
66c4d095af87a5f7873fe6b8,SMS PARACURU,PREFEITURA MUNICIPAL DE PARACURU,1275,,6371663
66c4d095af87a5f7873fe6b9,HOSPITAL MUNICIPAL DE PARAIPABA,PREFEITURA MUNICIPAL DE PARAIPABA,1276,,2561891
66c4d095af87a5f7873fe6ba,SMS PARAMBU - CE,PREFEITURA MUNICIPAL DE PARAMBU,1277,,6362869
66c4d095af87a5f7873fe6bb,SMS PARAMOTI,PREFEITURA MUNICIPAL DE PARAMOTI,1278,,6576869
66c4d095af87a5f7873fe6bc,C.A.F PEDRA BRANCA - CE,PREFEITURA MUNICIPAL DE PEDRA BRANCA,1279,,7942397
66c4d095af87a5f7873fe6bd,SMS PENTECOSTE,PREFEITURA MUNICIPAL DE PENTECOSTE,1280,,4011767
66c4d095af87a5f7873fe6be,SMS PEREIRO - CE,PREFEITURA MUNICIPAL DE PEREIRO,1281,,6353614
66c4d095af87a5f7873fe6bf,SECRETARIA MUNICIPAL DE SAUDE DE PINDORETAMA,PREFEITURA MUNICIPAL DE PINDORETAMA,1282,,6495591
66c4d095af87a5f7873fe6c0,C.A.F PIQUET CARNEIRO - CE,PREFEITURA MUNICIPAL DE PIQUET CARNEIRO,1283,,9197370
66c4d095af87a5f7873fe6c1,CAF DE PIRES FERREIRA - CE,PREFEITURA MUNICIPAL DE PIRES FERREIRA,1284,,7943636
66c4d095af87a5f7873fe6c2,CAF PORANGA,PREFEITURA MUNICIPAL DE PORANGA,1285,,2427133
66c4d095af87a5f7873fe6c3,SMS PORTEIRAS - CE,PREFEITURA MUNICIPAL DE PORTEIRAS,1286,,6453856
66c4d095af87a5f7873fe6c4,SMS POTENGI,PREFEITURA MUNICIPAL DE POTENGI,1287,,6486630
66c4d095af87a5f7873fe6c5,SMS QUITERIANOPOLIS - CE,PREFEITURA MUNICIPAL DE QUITERIANOPOLIS,1288,,2725983
66c4d095af87a5f7873fe6c6,CAF - QUIXEL� - CE,PREFEITURA MUNICIPAL DE QUIXELO,1289,,6415733
66c4d095af87a5f7873fe6c7,C.A.F QUIXERAMOBIM,PREFEITURA MUNICIPAL DE QUIXERAMOBIM,1290,,6491235
66c4d095af87a5f7873fe6c8,SMS QUIXERE - CE,PREFEITURA MUNICIPAL DE QUIXERE,1291,,5340675
66c4d095af87a5f7873fe6c9,SMS REDENCAO CAF - CE,PREFEITURA MUNICIPAL DE REDEN��O,1292,,6553435
66c4d095af87a5f7873fe6ca,SMS RERIUTABA - CE,PREFEITURA MUNICIPAL DE RERIUTABA,1293,,6565662
66c4d095af87a5f7873fe6cb,CENTRAL DE ABASTECIMENTO FARMAC�UTICO DE RUSSAS/CE,PREFEITURA MUNICIPAL DE RUSSAS,1294,,6736785
66c4d095af87a5f7873fe6cc,SMS SABOEIRO - CE,PREFEITURA MUNICIPAL DE SABOEIRO,1295,,6357776
66c4d095af87a5f7873fe6cd,SMS SALITRE - CE,PREFEITURA MUNICIPAL DE SALITRE,1296,,6415210
66c4d095af87a5f7873fe6ce,SMS SANTA QUITERIA - CE,PREFEITURA MUNICIPAL DE SANTA QUIT�RIA,1297,,6533000
66c4d095af87a5f7873fe6cf,SMS SANTANA DO ACARA� - CE,PREFEITURA MUNICIPAL DE SANTANA DO ACARA�,1298,,3887235
66c4d095af87a5f7873fe6d0,SMS SANTANA DO CARIRI,PREFEITURA MUNICIPAL DE SANTANA DO CARIRI,1299,,6559956
66c4d095af87a5f7873fe6d1,SMS SAO BENEDITO - CE,PREFEITURA MUNICIPAL DE S�O BENEDITO,1300,,6459625
66c4d095af87a5f7873fe6d2,SMS SAO GONCALO DO AMARANTE - CE,PREFEITURA MUNICIPAL DE S�O GON�ALO DO AMARANTE,1301,,2561980
66c4d095af87a5f7873fe6d3,CAF SMS SAO JOAO DO JAGUARIBE - CE,PREFEITURA MUNICIPAL DE S�O JO�O DO JAGUARIBE,1302,,6746799
66c4d095af87a5f7873fe6d4,SMS IPAUMIRIM - CE,PREFEITURA MUNICIPAL DE SAUDE DE IPAUMIRIM,1303,,6680542
66c4d095af87a5f7873fe6d5,CAPS 1 DE SENADOR POMPEU - CE,PREFEITURA MUNICIPAL DE SENADOR POMPEU,1304,,3905705
66c4d095af87a5f7873fe6d6,SMS SENADOR SA - CE,PREFEITURA MUNICIPAL DE SENADOR SA,1305,,6541135
66c4d095af87a5f7873fe6d7,SMS CAF-SOBRAL (6596835),PREFEITURA MUNICIPAL DE SOBRAL,1306,,6596835
66c4d095af87a5f7873fe6d8,SMS SOLONOPOLE - CE,PREFEITURA MUNICIPAL DE SOLONOPOLE,1307,,2724499
66c4d095af87a5f7873fe6d9,CAF CENTRAL DE TABULEIRO DO NORTE,PREFEITURA MUNICIPAL DE TABULEIRO DO NORTE,1308,,6465110
66c4d095af87a5f7873fe6da,FARM�CIA - CAPS - TAMBORIL/CE,PREFEITURA MUNICIPAL DE TAMBORIL,1309,,3617181
66c4d095af87a5f7873fe6db,SMS TARRAFAS- CE,PREFEITURA MUNICIPAL DE TARRAFAS,1310,,6467628
66c4d095af87a5f7873fe6dc,SMS ( CAF ) TAU� CE,PREFEITURA MUNICIPAL DE TAUA,1311,,6976905
66c4d095af87a5f7873fe6dd,SMS TEJUCUOCA - CE,PREFEITURA MUNICIPAL DE TEJUCUOCA,1312,,6511309
66c4d095af87a5f7873fe6de,SMS TIANGU� - CE,PREFEITURA MUNICIPAL DE TIANGUA,1313,,6364284
66c4d095af87a5f7873fe6df,SMS TRAIRI,PREFEITURA MUNICIPAL DE TRAIRI,1314,,6473024
66c4d095af87a5f7873fe6e0,SMS TURURU,PREFEITURA MUNICIPAL DE TURURU,1315,,2566125
66c4d095af87a5f7873fe6e1,SMS UBAJARA,PREFEITURA MUNICIPAL DE UBAJARA,1316,,6317839
66c4d095af87a5f7873fe6e2,CAF- UMARI - CE,PREFEITURA MUNICIPAL DE UMARI,1317,,471623
66c4d095af87a5f7873fe6e3,SMS UMIRIM - ESPECIALIZADO,PREFEITURA MUNICIPAL DE UMIRIM,1318,,4012119
66c4d095af87a5f7873fe6e4,SMS URUBURETAMA,PREFEITURA MUNICIPAL DE URUBURETAMA,1319,,4012127
66c4d095af87a5f7873fe6e5,SMS CAF URUOCA - CE,PREFEITURA MUNICIPAL DE URUOCA,1320,,6533728
66c4d095af87a5f7873fe6e6,SMS VARJOTA - CE,PREFEITURA MUNICIPAL DE VARJOTA,1321,,6613632
66c4d095af87a5f7873fe6e7,SMS V�RZEA ALEGRE - CE,PREFEITURA MUNICIPAL DE VARZEA ALEGRE,1322,,6367887
66c4d095af87a5f7873fe6e8,SMS VICOSA DO CEARA - CE,PREFEITURA MUNICIPAL DE VICOSA DO CEAR�,1323,,6487777
66c4d095af87a5f7873fe6e9,CENTRO DE ESPECIALIDADES DE CRATO - CEAF,PREFEITURA MUNICIPAL DO CRATO,1324,,2415372
66c4d095af87a5f7873fe6ea,PRIME MEDICAL COMERCIO DE MATERIAL MEDICO EIRELI,PRIME MEDICAL COMERCIO DE MATERIAL MEDICO EIRELI,1325,8103-2145,9342946000100
66c4d095af87a5f7873fe6eb,PROEL COMERCIO E SERVICOS LTDA,PROEL COMERCIO E SERVICOS LTDA,1326,3265-2218,10518694000107
66c4d095af87a5f7873fe6ec,PROFARMA SPECILTY,PROFARMA SPECILTY,1327,,81887838001112
66c4d095af87a5f7873fe6ed,PROTECTOR PRODUTOS HOSPITALARES,PROTECTOR PRODUTOS HOSPITALARES,1328,,18466544000109
66c4d095af87a5f7873fe6ee,RECORDATI RARE DISEASES - FARMARECORD,RECORDATI RARE DISEASES - FARMARECORD,1329,,53056057000179
66c4d095af87a5f7873fe6ef,REGIFARMA COMERCIO DE PRODUTO HOPSITALAR,REGIFARMA COMERCIO DE PRODUTO HOPSITALAR,1330,32758377,5418972000114
66c4d095af87a5f7873fe6f0,RIOQUIMICA,RIOQUIMICA,1331,,55643555000143
66c4d095af87a5f7873fe6f1,POLICLINICA JUDITH CHAVES SARAIVA (LIMOEIRO DO NOR,RUA NAPOLEAO NUNES MAIA S/N,1332,,13328683000152
66c4d095af87a5f7873fe6f2,SMS JARDIM,RUA TEODOMIRO FILGUEIRA SAMPAIO,1333,,2426153
66c4d095af87a5f7873fe6f3,SAE CRATO,SAE CRATO,1334,,11737471000101
66c4d095af87a5f7873fe6f4,SALDANHA RODRIGUES LTDA,SALDANHA RODRIGUES LTDA,1335,,3426484000123
66c4d095af87a5f7873fe6f5,SANOFI MEDLEY FARMACEUTICA LTDA,SANOFI MEDLEY FARMACEUTICA LTDA,1336,,10588595001092
66c4d095af87a5f7873fe6f6,SANTA BRANCA DISTRIBUIDORA DE MEDICAMENTOS LTDA,SANTA BRANCA DISTRIBUIDORA DE MEDICAMENTOS LTDA,1337,,6053353000136
66c4d095af87a5f7873fe6f7,SANTA CASA DE MISERICORDIA DE FORTALEZA,SANTA CASA DE MISERICORDIA DE FORTALEZA,1338,34559100,7273592000164
66c4d095af87a5f7873fe6f8,SC COMERCIO DE PRODUTOS HOPSITALARES,SC COMERCIO DE PRODUTOS HOPSITALARES,1339,,34396122000160
66c4d095af87a5f7873fe6f9,SECRETARIA DA SAUDE DE JARDIM,SECRETARIA DA SAUDE DE JARDIM,1340,,3162047000140
66c4d095af87a5f7873fe6fa,"SECRETARIA DE PROTECAO SOCIAL, JUSTICA, CIDADANIA,","SECRETARIA DE PROTECAO SOCIAL, JUSTICA, CIDADANIA,",1341,3101-4581,8675169000153
66c4d095af87a5f7873fe6fb,SECRETARIA DE SAUDE - SEDUC,SECRETARIA DE SAUDE - SEDUC,1342,,7954514000125
66c4d095af87a5f7873fe6fc,SECRETARIA MUNICIPAL DE SA�DE DE ARAREND�,SECRETARIA MUNICIPAL DE SA�DE DE ARAREND�,1343,,7342446
66c4d095af87a5f7873fe6fd,SEMEAR DISTRIBUIDORA EIRELI EPP,SEMEAR DISTRIBUIDORA EIRELI EPP,1344,,10269296000102
66c4d095af87a5f7873fe6fe,Servi�o de Verifica��o de �bito (SVO),SERVI�O DE VERIFICA��O DE �BITO (SVO),1345,,6613586
66c4d095af87a5f7873fe6ff,SMS AQUIRAZ - CE,SMS AQUIRAZ - CE,1346,,6466486
66c4d095af87a5f7873fe700,SMS ARARIPE - CE,SMS ARARIPE - CE,1347,,6387578
66c4d095af87a5f7873fe701,SMS ASSARE - CE,SMS ASSARE - CE,1348,,5922585
66c4d095af87a5f7873fe702,SMS BARBALHA - CE,SMS BARBALHA - CE,1349,,7820283
66c4d095af87a5f7873fe703,SMS CAF BELA CRUZ,SMS CAF BELA CRUZ,1350,,6553915
66c4d095af87a5f7873fe704,SMS GRACA - CE ESPECIALIZADO,SMS GRACA - CE ESPECIALIZADO,1351,,6600239
66c4d095af87a5f7873fe705,SMS HIDROLANDIA,SMS HIDROLANDIA,1352,,6410774
66c4d095af87a5f7873fe706,SMS IGUATU - CE,SMS IGUATU - CE,1353,,6452205
66c4d095af87a5f7873fe707,SMS JUAZEIRO DO NORTE - CE,SMS JUAZEIRO DO NORTE - CE,1354,,5379067
66c4d095af87a5f7873fe708,SMS LAVRAS DA MANGABEIRA - CE,SMS LAVRAS DA MANGABEIRA - CE,1355,,6423027
66c4d095af87a5f7873fe709,SOPAI - Sociedade de Assist�ncia e Prote��o,SOPAI - SOCIEDADE DE ASSIST�NCIA E PROTE��O,1356,,7253784000109
66c4d095af87a5f7873fe70a,SP HOSPITALAR LTDA,SP HOSPITALAR LTDA,1357,,27817504000155
66c4d095af87a5f7873fe70b,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA,1358,,9944371000104
66c4d095af87a5f7873fe70c,SUPE. DO SISTEMA ESTADUAL DE ATEND. SOCIOEDUCATIVO,SUPE. DO SISTEMA ESTADUAL DE ATEND. SOCIOEDUCATIVO,1359,31012012,25150364000189
66c4d095af87a5f7873fe70d,SUPERFIO COMERCIO DE PRODUTOS MEDICOS,SUPERFIO COMERCIO DE PRODUTOS MEDICOS,1360,999190214,5675713000179
66c4d095af87a5f7873fe70e,T S COMERCIAL DE MEDICAMENTOS E REPRESENTACAO LTDA,T S COMERCIAL DE MEDICAMENTOS E REPRESENTACAO LTDA,1361,3487-6200,8077211000134
66c4d095af87a5f7873fe70f,TEVA FARMACEUTICA LTDA,TEVA FARMACEUTICA LTDA,1362,,5333542000957
66c4d095af87a5f7873fe710,TKL - IMP. EXP. DE PROD. MED. E HOSP. LTDA,TKL - IMP. EXP. DE PROD. MED. E HOSP. LTDA,1363,,4415627000403
66c4d095af87a5f7873fe711,UAPS ANAST�CIO MAGALH�ES,UAPS ANAST�CIO MAGALH�ES,1364,,2528754
66c4d095af87a5f7873fe712,UAPS MACIEL DE BRITO,UAPS MACIEL DE BRITO,1365,,2528541
66c4d095af87a5f7873fe713,UAPS REGINA SEVERINO,UAPS REGINA SEVERINO,1366,,9044515
66c4d095af87a5f7873fe714,UAPS ROBERTO DA SILVA BRUNO,UAPS ROBERTO DA SILVA BRUNO,1367,,2516691
66c4d095af87a5f7873fe715,UNI HOSPITALAR CEARA LTDA,UNI HOSPITALAR CEARA LTDA,1368,,21595464000168
66c4d095af87a5f7873fe716,UNICHEM FARMACEUTICA DO BRASIL LTDA,UNICHEM FARMACEUTICA DO BRASIL LTDA,1369,,5399786000770
66c4d095af87a5f7873fe717,UNIMED FORTALEZA SOCIEDADE COOPERATIVA MEDICA LTDA,UNIMED FORTALEZA SOCIEDADE COOPERATIVA MEDICA LTDA,1370,,5868278000107
66c4d095af87a5f7873fe718,UNITED MEDICAL LTDA,UNITED MEDICAL LTDA,1371,,68949239000570
66c4d095af87a5f7873fe719,HOSPITAL UNIVERSIT�RIO WALTER CANTIDIO,UNIVERSIDADE FEDERAL DO CEARA,1372,,2561492
66c4d095af87a5f7873fe71a,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE - NUPL,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE - NUPL,1373,,24365710000183
66c4d095af87a5f7873fe71b,VICTORIA COLCHOES EIRELI,VICTORIA COLCHOES EIRELI,1374,,8848339000154
66c4d095af87a5f7873fe71c,X MEDICAL E CLEAN LTDA,X MEDICAL E CLEAN LTDA,1375,,13737194000154
66c4d095af87a5f7873fe71d,SECRETARIA DA SAUDE DO ESTADO DO CEARA,CEDIB SESA-CE,1376,31012188,2526867
66c4d095af87a5f7873fe71e, CERTA MEDICAMENTOS COMERCIAL LTDA, CERTA MEDICAMENTOS COMERCIAL LTDA,1377,3218-9060,11367967000122
66c4d095af87a5f7873fe71f,08 - SUP. SERT�O CENTRAL (8� CRES QUIXAD�),08 - SUP. SERT�O CENTRAL (8� CRES QUIXAD�),1378,,5964016
66c4d095af87a5f7873fe720,SESC FORTALEZA,SESC FORTALEZA,1379,32705400,3612122000208
66c4d095af87a5f7873fe721, ABBOTT LABORATORIOS DO BRASIL LTDA, ABBOTT LABORATORIOS DO BRASIL LTDA,1380,5536-7042,56998701003301
66c4d095af87a5f7873fe722, ACADEMIA ESTADUAL DE SEGURANCA PUBLICA, ACADEMIA ESTADUAL DE SEGURANCA PUBLICA,1381,3463-3919,12244903000105
66c4d095af87a5f7873fe723, AD INSTRUMENTOS CIRURGICOS IMPORTACAO E EXPORTACA, AD INSTRUMENTOS CIRURGICOS IMPORTACAO E EXPORTACA,1382,3941-6450,6276904000120
66c4d095af87a5f7873fe724, ADVAITA COMERCIO DE PRODUTOS MEDICOS HOSPITALARES, ADVAITA COMERCIO DE PRODUTOS MEDICOS HOSPITALARES,1383, 2603-5020,7718963000174
66c4d095af87a5f7873fe725, AIRMED EIRELI, AIRMED EIRELI,1384, 3740-7170,23637718000199
66c4d095af87a5f7873fe726, ALFA HOSPITALAR COMERCIO DE MPM LTDA, ALFA HOSPITALAR COMERCIO DE MPM LTDA,1385,3033-0670,9530198000190
66c4d095af87a5f7873fe727, ALLERGAN PRODUTOS FARMACEUTICOS LTDA., ALLERGAN PRODUTOS FARMACEUTICOS LTDA.,1386,3048-0479,43426626000924
66c4d095af87a5f7873fe728, AMED S/A, AMED S/A,1387,3720-9943,10403238000111
66c4d095af87a5f7873fe729, ANA BEATRIZ DE ARAUJO DA SILVA, ANA BEATRIZ DE ARAUJO DA SILVA,1388, 9871-0145,41385163000117
